",""Mandarine"",""32"""
",""Pâté de campagne"",""114"""
",""Fromage"",""123"""
",""Cake Salé"",""89"""
",""Dates séchées"",""184"""
Snack de l'après-midi
",""Gâteau au chocolat"",""92"""
Dîner
",""Carottes crues"",""30"""
",""Cake Salé"",""297"""
",""Fromage"",""88"""
",""Vinaigrette"",""67"""
",""Crumble aux pommes"",""133"""
",""Thon, en boîte, conservé dans l'eau "",""17"""
",""Pain complet au son"",""45"""
Totaux quotidiens
",""Calories"",""1 900"""
",""Mat."",""52 g"""
",""Fibres"",""29 g"""
",""Gluc."",""265 g"""
",""Sodium"",""2 453 mg"""
",""Protéines"",""53 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210111
Repas,Aliments,Calories
Petit-déjeuner
",""Confiture Figue"",""49"""
",""Chocolat"",""59"""
",""Pain complet au son"",""259"""
",""Beurre"",""35"""
Déjeuner
",""Poulet"",""150"""
",""Crumble aux pommes"",""137"""
",""Fromage"",""105"""
",""Riz complet cuit"",""245"""
",""Pain complet au son"",""68"""
Snack de l'après-midi
",""Pain complet au son"",""68"""
",""Orange"",""60"""
",""Fromage"",""105"""
Dîner
",""Pain complet au son"",""68"""
",""Fromage"",""105"""
",""Compote de pommes, sans sucre"",""63"""
",""Vinaigrette"",""67"""
",""Thon, en boîte, conservé dans l'eau "",""17"""
",""Cake Salé"",""327"""
",""Carottes crues"",""32"""
Totaux quotidiens
",""Calories"",""2 019"""
",""Mat."",""53 g"""
",""Fibres"",""24 g"""
",""Gluc."",""209 g"""
",""Sodium"",""2 534 mg"""
",""Protéines"",""55 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210112
Repas,Aliments,Calories
Petit-déjeuner
",""Confiture Figue"",""49"""
",""Chocolat"",""59"""
",""Pain complet au son"",""295"""
",""Beurre"",""35"""
Déjeuner
",""Fromage"",""105"""
",""Pain complet au son"",""68"""
",""Crumble aux pommes"",""178"""
",""Poulet"",""113"""
",""Riz complet cuit"",""235"""
Dîner
",""Riz complet cuit"",""196"""
",""Vinaigrette"",""67"""
",""Cake Salé"",""357"""
",""Compote de pommes, sans sucre"",""67"""
",""Carottes crues"",""40"""
Totaux quotidiens
",""Calories"",""1 864"""
",""Mat."",""37 g"""
",""Fibres"",""22 g"""
",""Gluc."",""205 g"""
",""Sodium"",""1 782 mg"""
",""Protéines"",""35 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210113
Repas,Aliments,Calories
Petit-déjeuner
",""Pain complet au son"",""270"""
",""Chocolat"",""59"""
",""Orange"",""60"""
",""Confiture Figue"",""49"""
",""Beurre"",""35"""
Déjeuner
",""Yaourt 0% Fraise"",""59"""
",""Fromage"",""105"""
",""Pain complet au son"",""68"""
",""Poire"",""73"""
",""Saucisson Cuit à l'ail"",""363"""
",""Chou"",""84"""
Dîner
",""Pain complet au son"",""79"""
",""Fromage"",""123"""
",""Pomme"",""52"""
",""Galettes de Blé Noir"",""170"""
",""Saumon Fumé"",""35"""
",""Mayonnaise"",""57"""
",""Carottes crues"",""24"""
",""Yaourt 0% Fraise"",""59"""
",""Courge"",""54"""
Totaux quotidiens
",""Calories"",""1 878"""
",""Mat."",""65 g"""
",""Fibres"",""18 g"""
",""Gluc."",""174 g"""
",""Sodium"",""2 352 mg"""
",""Protéines"",""69 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210114
Repas,Aliments,Calories
Petit-déjeuner
",""Chocolat"",""59"""
",""Chocolat"",""59"""
",""Beurre"",""35"""
",""Pain complet au son"",""270"""
Déjeuner
",""Saucisson Cuit à l'ail"",""182"""
",""Yaourt 0% Fraise"",""59"""
",""Orange"",""56"""
",""Fromage"",""123"""
",""Chou"",""95"""
",""Pain complet au son"",""79"""
",""Oeuf"",""65"""
Snack de l'après-midi
",""Pomme"",""52"""
Dîner
",""Fromage"",""88"""
",""Lait"",""37"""
",""Pain complet au son"",""56"""
",""Yaourt 0% Fraise"",""59"""
",""Oeuf"",""65"""
",""Crème fraîche"",""60"""
",""Jambon Blanc"",""46"""
",""Galettes de Blé Noir"",""170"""
",""Vinaigrette"",""33"""
",""Gruyère"",""83"""
",""Muesli (Fruits Secs et Noix)"",""211"""
Totaux quotidiens
",""Calories"",""2 042"""
",""Mat."",""68 g"""
",""Fibres"",""21 g"""
",""Gluc."",""211 g"""
",""Sodium"",""2 319 mg"""
",""Protéines"",""87 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210115
Repas,Aliments,Calories
Petit-déjeuner
",""Confiture Figue"",""49"""
",""Pain complet au son"",""279"""
",""Chocolat"",""59"""
",""Beurre"",""35"""
Déjeuner
",""Mandarine"",""32"""
",""Riz complet cuit"",""274"""
",""Crème fraîche"",""60"""
",""Yaourt 0% Fraise"",""59"""
",""Fromage"",""105"""
",""Pomme"",""73"""
",""Moules"",""56"""
",""Pain complet au son"",""68"""
Dîner
",""Crème fraîche"",""90"""
",""Moules"",""91"""
",""Pain complet au son"",""79"""
",""Mandarine"",""16"""
",""Lait"",""32"""
",""Riz complet cuit"",""221"""
",""Muesli (Fruits Secs et Noix)"",""215"""
",""Yaourt 0% Fraise"",""59"""
",""Fromage"",""123"""
Après le dîner
",""Noisette"",""53"""
",""Pain complet au son"",""83"""
",""Nutella"",""76"""
Totaux quotidiens
",""Calories"",""2 287"""
",""Mat."",""39 g"""
",""Fibres"",""26 g"""
",""Gluc."",""216 g"""
",""Sodium"",""1 768 mg"""
",""Protéines"",""57 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210116
Repas,Aliments,Calories
Petit-déjeuner
",""Chocolat"",""59"""
",""Beurre"",""35"""
",""Pain complet au son"",""268"""
",""Confiture Figue"",""49"""
Déjeuner
",""Fromage"",""158"""
",""Mandarine"",""37"""
",""Pâté de campagne"",""150"""
",""Chocolat"",""177"""
",""Pain complet au son"",""225"""
",""Barres Céréales"",""95"""
Dîner
",""Jambon Blanc"",""35"""
",""Oeuf"",""65"""
",""Gruyère"",""165"""
",""Saumon Fumé"",""35"""
",""Pomme"",""52"""
",""Crème fraîche"",""60"""
",""Galettes de Blé Noir"",""340"""
",""Yaourt 0% Fraise"",""59"""
Totaux quotidiens
",""Calories"",""2 064"""
",""Mat."",""55 g"""
",""Fibres"",""23 g"""
",""Gluc."",""244 g"""
",""Sodium"",""2 905 mg"""
",""Protéines"",""82 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210117
Repas,Aliments,Calories
Petit-déjeuner
",""Confiture Figue"",""49"""
",""Beurre"",""35"""
",""Pain complet au son"",""266"""
",""Chocolat"",""59"""
Déjeuner
",""Tiramisu Framboise"",""315"""
",""Poulet"",""135"""
",""Pain complet au son"",""72"""
",""Pâtes cuites"",""243"""
",""Crème fraîche"",""78"""
",""Comté"",""127"""
",""Jus d'Orange"",""66"""
Snack de l'après-midi
",""Brioche"",""139"""
",""Chocolat"",""43"""
Dîner
",""Soupe de Potiron"",""47"""
",""Vinaigrette"",""50"""
",""Pain complet au son"",""63"""
",""Tiramisu Framboise"",""252"""
",""Tarte aux Oignons"",""242"""
",""Fromage"",""98"""
Totaux quotidiens
",""Calories"",""2 379"""
",""Mat."",""52 g"""
",""Fibres"",""17 g"""
",""Gluc."",""238 g"""
",""Sodium"",""2 122 mg"""
",""Protéines"",""43 g"""
",""Eau"",""0 ml"""

Mon alimentation 20210118
Repas,Aliments,Calories
Petit-déjeuner
",""Chocolat"",""64"""
",""Confiture Figue"",""49"""
",""Pain complet au son"",""54"""
",""Beurre"",""35"""
",""Brioche"",""398"""
Déjeuner
",""Pâtes cuites"",""243"""
",""Pomme"",""73"""
",""Tiramisu Framboise"",""315"""
",""Poulet"",""135"""
",""Crème fraîche"",""60"""
Dîner
",""Pâtes cuites"",""117"""
",""Yaourt 0% Fraise"",""59"""
",""Comté"",""119"""
",""Vinaigrette"",""67"""
",""Poulet"",""68"""
",""Crème fraîche"",""30"""
",""Avocat"",""161"""
",""Pain complet au son"",""68"""
",""Tarte aux Oignons"",""242"""
Totaux quotidiens
",""Calories"",""2 357"""
",""Mat."",""47 g"""
",""Fibres"",""16 g"""
",""Gluc."",""156 g"""
",""Sodium"",""428 mg"""
",""Protéines"",""26 g"""
",""Eau"",""0 ml"""

